"","submission_id","age","comments","education","experiment_duration","experiment_end_time","experiment_start_time","gender","metaphor","speaker","languages","prolific_pid","prolific_session_id","prolific_study_id","solution","reliability","affiliation"
"62",5358,43,"None.","Graduated College",117286,1679478894841,1679478777555,"male","virus","reliable","english","62ad17e032a85a4ca119b289","641acff2afd5fea5a488c81c","6419aa88c17f2fd3af1504ac","Review the current policing policies and the enforcement of laws.","4","neither"
"63",5330,25,"","Graduated High-school",61175,1679406748176,1679406687001,"male","virus","unreliable","English","5bcdce524f22df00010f79a8","6419b64f8baccf720d6b4b41","6419aa88c17f2fd3af1504ac","Move to another place.","3","Democrat"
"64",5349,36,"","Higher degree",66005,1679478713520,1679478647515,"other","beast","unreliable","English","6046ea4caa30421580ce993e","641acf5d625b460e8225cfc3","6419aa88c17f2fd3af1504ac","Figure out what crimes are common and in which areas.","1","neither"
"65",5350,43,"None","Higher degree",186742,1679478717058,1679478530316,"male","beast","unreliable","English","6290eb32e9066b26774ba466","641acef70808f2d0815128e9","6419aa88c17f2fd3af1504ac","The City of Addison should first review crime statistics to see how they compare to informal feedback from this resident. Once they have have identify they types and frequency of the crimes they can begin a remediation plan.","1","Democrat"
"66",5356,27,"None","Graduated College",170808,1679478850517,1679478679709,"male","beast","unreliable","English","5cb5f1e080ba1c0001790399","641acf89d1b90fcebfc5d314","6419aa88c17f2fd3af1504ac","Move away from the focus on poverty, focus on gun control.","6","neither"
"67",5376,27,"","Graduated College",39715,1679479436211,1679479396496,"female","beast","unreliable","English","5badcd276322c5000157c196","641ad2602971d4285bcfb42d","6419aa88c17f2fd3af1504ac","Have more cops","4","Democrat"
"68",5331,38,"none","Graduated High-school",42761,1679406758393,1679406715632,"male","beast","reliable","english","57c25905a170cc000103ee58","6419b675b0de482050957bd2","6419aa88c17f2fd3af1504ac","They need a larger police force","5","Republican"
"69",5342,56,"","Graduated College",90541,1679478611204,1679478520663,"female","beast","reliable","English","60a2743299a0c895f50925f4","641acef26037b4cdda3b6a7f","6419aa88c17f2fd3af1504ac","I think more cameras would be helpful as well as organizing neighborhood watch and reporting efforst.","7","Republican"
"70",5347,38,"N/A","Higher degree",50390,1679478660197,1679478609807,"male","virus","reliable","English","5f48e9e36d9c7b3b69c5ed4f","641acf4c6380ae2ce9cd4e5a","6419aa88c17f2fd3af1504ac","Increase police presence","3","neither"
"71",5378,60,"n/a","Higher degree",105285,1679479484744,1679479379459,"male","virus","reliable","English","60abdc82ec2d1e548b986424","641ad24e84fe966f253c1dd5","6419aa88c17f2fd3af1504ac","I'd say clean up the neighborhood, get jobs and shops and gentrify the neighborhood. It needs community based policing and input from government officials, police and citizens.","6","Democrat"
"72",5336,19,"","Graduated High-school",86830,1679406800211,1679406713381,"male","beast","unreliable","English, Arabic","63d48761c104606be9b9ce72","6419b698448526add63ace0e","6419aa88c17f2fd3af1504ac","Addison needs to stay away from the source of crime by not holding alcohol in his hands and drinking (or a molotov) and instead ask other people not to drink either.","5","neither"
"73",5353,21,"","Graduated High-school",83863,1679478774532,1679478690669,"female","beast","reliable","English","5eecf88a4e531e0e897631df","641acf9c66a5d0046fc1dc56","6419aa88c17f2fd3af1504ac","Invest more in education and rehabilitation for prisoners. ","4","Democrat"
"74",5345,35,"","Graduated College",68120,1679478640741,1679478572621,"male","virus","unreliable","English","6054e1ddb68b58dd23242765","641acf00288d55319c5b55b5","6419aa88c17f2fd3af1504ac","Be tough on crime and the causes of crime.","4","neither"
"75",5360,61,"","Graduated High-school",99018,1679478942260,1679478843242,"female","virus","unreliable","English","6229dbeebf010053193d5f4f","641ad02fa581c7fc8d21668c","6419aa88c17f2fd3af1504ac","Put more patrols in the area.","4","Democrat"
"76",5370,35,"","Graduated College",141381,1679479189498,1679479048117,"male","beast","reliable","English","64136bf30b27746cb96f7db8","641ad0f8fb6c9b7563798284","6419aa88c17f2fd3af1504ac","It needs to increase its police force in order to prevent crime rise. ","5","Democrat"
"77",5374,26,"None.","Graduated College",86188,1679479313396,1679479227208,"female","beast","unreliable","English","5cbb78d664170f00011d7c4f","641ad0a49f904130f1bf893d","6419aa88c17f2fd3af1504ac","See violence as a priority.","5","neither"
"78",5380,51,"the credibility of the speaker would be higher to me if the on-screen graphic labeled the segment as ""commentary"" as the reporter seemed to be saying his opinion rather than reporting about the opinions of residents of Addison.","Graduated College",297649,1679479570024,1679479272375,"male","beast","reliable","english","5c3a87a61ede2b000115cf76","641ad1dd819fd57152566db2","6419aa88c17f2fd3af1504ac","Addison needs to have a sufficiently staffed and not understaffed police force and judges who will hold criminals accountable for their actions and not keep them from punishment that the law calls for if found guilty of their charges.","5","Republican"
"79",5346,36,"","Graduated College",145633,1679478660823,1679478515190,"male","beast","reliable","english","5cfe7510d987a800178eab1a","641aced2bf853e376f0191f8","6419aa88c17f2fd3af1504ac","Start off with asking what the police force is doing with their time if one exist.  Plot what crime is happening the majority of the time and focus on that fix quick.","2","neither"
"80",5354,33,"Thank you!","Graduated College",103673,1679478775573,1679478671900,"male","virus","reliable","English ","630d2ae8675355d798b7474a","641acf844b5e05ed70642059","6419aa88c17f2fd3af1504ac","Hire additional police officers. Install surveillance cameras. ","6","neither"
"81",5357,52,"No issues","Graduated College",217543,1679478891899,1679478674356,"male","beast","unreliable","English","6361804fc5245c26ed1c9796","641acf871a4cb44f221be270","6419aa88c17f2fd3af1504ac","Rampant crime at the heart of it comes from unrest of the people.  That unrest can come from lack of basic living essentials, political concerns, unfair treatment and the like.  Fix those things and the crime will go down.","6","Democrat"
"82",5363,50,"","Graduated College",94103,1679479068739,1679478974636,"female","virus","reliable","Emglish","61523eecd52ec29c4c08d938","641ad0b5e39772a5363fe6c9","6419aa88c17f2fd3af1504ac","Give opportunities that make people's lives better so they don't feel the urge to turn to crime","4","Democrat"
"83",5351,46,"Nothing further to add. Thank you.","Graduated College",114835,1679478722519,1679478607684,"male","beast","reliable","English","5f0fd43f114b6a07e3c05d1b","641acf47e8f5a6e70a01922a","6419aa88c17f2fd3af1504ac","Establish some neighborhood watch programs to start.","5","Democrat"
"84",5361,42,"","Graduated College",207697,1679478943576,1679478735879,"female","virus","reliable","english","604d8f415e948938fd60b536","641acfba851d987eaf023e23","6419aa88c17f2fd3af1504ac","Collect data to determine levels and areas of concern. ","4","neither"
"85",5369,42,"","Higher degree",102582,1679479185088,1679479082506,"male","virus","reliable","English","5c309bb410677f0001dda0ed","641ad11fe20bf047ab0ea013","6419aa88c17f2fd3af1504ac","Addison needs to hire more police officers and study what mechanics are contributing the most to the crime increase. ","4","Republican"
"86",5362,49,"Everything went fine ","Graduated College",122217,1679478960024,1679478837807,"male","virus","reliable","English","63b7566ea98814782bc51d9b","641acfc76738f5beb75b55ed","6419aa88c17f2fd3af1504ac","Addison needs to ensure a tighter and strict punishment for those who offend and commit crimes ","6","Democrat"
"87",5372,36,"n/a","Graduated High-school",50709,1679479256640,1679479205931,"female","beast","unreliable","english","5dea7a7df87f5519e686ff7b","641ad19f8c1e140bcbed9803","6419aa88c17f2fd3af1504ac","More police","4","Democrat"
"88",5366,25,"great study","Graduated College",141707,1679479130098,1679478988391,"male","beast","unreliable","enlish","629e5d789a6c92c8fbf8df95","641ad0bedf91d8b4a06611cc","6419aa88c17f2fd3af1504ac","The need to increase security patrols and police visibility in the town of Addison","6","Democrat"
"89",5368,39,"","Did not graduate High-school",119689,1679479173173,1679479053484,"male","beast","unreliable","english","55b53384fdf99b2b69c82509","641ad1065ad2f6c1be51288e","6419aa88c17f2fd3af1504ac","Raise taxes on the wealthy and use the money for services for the disadvantaged and poor","1","Democrat"
"90",5371,42,"None","Graduated College",65099,1679479199722,1679479134623,"female","beast","reliable","English","5cb5e6927a92c500015c0de1","641ad15484aaf45c66afaa21","6419aa88c17f2fd3af1504ac","Addison needs to increase its police force.","5","Democrat"
"91",5373,35,"","Graduated College",60147,1679479277827,1679479217680,"male","beast","reliable","English","64136bf30b27746cb96f7db8","641ad0f8fb6c9b7563798284","6419aa88c17f2fd3af1504ac","It needs to increase its police force in order to prevent this problem from getting worse.","5","rather not say"
"92",5381,31,"","Graduated College",75203,1679479584050,1679479508847,"female","beast","reliable","english","5df5767076c03b3e5a958413","641ad2ccd049843cb19fd1b3","6419aa88c17f2fd3af1504ac","No idea.","4","Democrat"
"93",5375,26,"","Graduated High-school",70639,1679479389313,1679479318674,"male","virus","reliable","english","5ee2d96eac3291203650f16e","641ad20a0cbe8a7ad988c7d6","6419aa88c17f2fd3af1504ac","Find out why the crimes are being committed and seek to prevent those circumstances from happening again. You don't stop crime by punishing the perpetrators, you stop crime by preventing it from ever happening. ","3","Democrat"
"94",5379,25,"","Graduated High-school",95097,1679479554485,1679479459388,"male","virus","reliable","English","5928b05e590f0b000126edb8","641ad29bc3ffebd5c723d2a2","6419aa88c17f2fd3af1504ac","I think there should be more funding for social services, as well as an increase in resources for law enforcement to be more effective.","5","rather not say"
"95",5382,24,"","Did not graduate High-school",321789,1679479605654,1679479283865,"male","beast","reliable","English ","5c12b0ba17e18d0001e7629e","641ad1e8576d791934cf2649","6419aa88c17f2fd3af1504ac","Hire more cops with ""fatigue"" and allow them to ""do what they need to"" in violent neighborhoods. ","6","neither"
"96",5383,51,"he didn't indicate a solution","Graduated College",181288,1679479634740,1679479453452,"female","virus","reliable","english","63d17c51a8879ab11798f1c1","641ad295ca1da72126e260d6","6419aa88c17f2fd3af1504ac","I don't know. Purge it via neighborhood watches.","5","neither"
"97",5384,28,"","Graduated High-school",475842,1679479640080,1679479164238,"male","beast","reliable","English","5c830a66d6a4d0000164097d","641ad16035b74d99a03c9a28","6419aa88c17f2fd3af1504ac","Honestly, I don't know which state this city, Addison, is located. He is talking about crime, and I am wondering if Addison is speaking from state a that has legal marijuana. Usually when a state has legalized marijuana, the cartels stop providing the marijuana and will instead focus on smuggling fentanyl. In other words, it is good that our citizens are now currently purchasing marijuana legally and pay taxes by doing so! The only downside is that even though we no longer purchase marijuana from the Cartel's, that they still ship dangerous fentanyl into our country.","6","Republican"
"98",5385,70,"","Graduated College",107932,1679479645889,1679479537957,"female","virus","reliable","English","60bebdec81297725b80fd773","641ad29e4e2cc620bb023e62","6419aa88c17f2fd3af1504ac","Have leaders who are tough on crime. ","4","Republican"
"99",5386,25,"None","Graduated College",47750,1679479657824,1679479610074,"male","beast","unreliable","English","5e56457f6370ba0184e041b4","641ad32d4f893b506757bd58","6419aa88c17f2fd3af1504ac","Eliminate blighted housing.","4","neither"
