submission_id,age,comments,education,experiment_duration,experiment_end_time,experiment_start_time,gender,group,languages,options,prolific_pid,prolific_session_id,prolific_study_id,qud,question,rating,response,responseTime,task
4905,30,,Graduated College,64957,1674230720056,1674230655099,male,"beast, short vignette",english,,632345e7359dbcdb66f3f154,63cabb777a33d13e0172f818,63c152ade792e678e79b099e,,,,6,4154,reliability
4905,30,,Graduated College,64957,1674230720056,1674230655099,male,"beast, short vignette",english,,632345e7359dbcdb66f3f154,63cabb777a33d13e0172f818,63c152ade792e678e79b099e,,,,Republican,2346,affiliation
4906,68,Formatting of survey not user-friendly.  The answers boxes are too light.,Higher degree,98707,1674230721059,1674230622352,male,"virus, short vignette",English,,5deaa726df55eb1cc1b9474f,63cabb57d6d90ab9b535b311,63c152ade792e678e79b099e,,,,More patrolling by police officers and security personnel.,33541,solution
4906,68,Formatting of survey not user-friendly.  The answers boxes are too light.,Higher degree,98707,1674230721059,1674230622352,male,"virus, short vignette",English,,5deaa726df55eb1cc1b9474f,63cabb57d6d90ab9b535b311,63c152ade792e678e79b099e,,,,5,9233,reliability
4906,68,Formatting of survey not user-friendly.  The answers boxes are too light.,Higher degree,98707,1674230721059,1674230622352,male,"virus, short vignette",English,,5deaa726df55eb1cc1b9474f,63cabb57d6d90ab9b535b311,63c152ade792e678e79b099e,,,,Democrat,2114,affiliation
4885,47,None.,Higher degree,65781,1674230612338,1674230546557,female,"virus, short vignette",English,,5dcc27974b54778b69e62ec5,63cabb0a332b6265fb10b54b,63c152ade792e678e79b099e,,,,Stricter enforcement and longer sentences will serve as a good deterrent to crime.,36360,solution
4885,47,None.,Higher degree,65781,1674230612338,1674230546557,female,"virus, short vignette",English,,5dcc27974b54778b69e62ec5,63cabb0a332b6265fb10b54b,63c152ade792e678e79b099e,,,,7,4298,reliability
4885,47,None.,Higher degree,65781,1674230612338,1674230546557,female,"virus, short vignette",English,,5dcc27974b54778b69e62ec5,63cabb0a332b6265fb10b54b,63c152ade792e678e79b099e,,,,Republican,2400,affiliation
4880,41,,Higher degree,70623,1674230582918,1674230512295,female,"virus, long vignette",English,,5c7705950d75f00015f5fe10,63cabaec9298ac1afa489c57,63c152ade792e678e79b099e,,,,Addison needs to add more officers to patrol the streets.,47525,solution
4880,41,,Higher degree,70623,1674230582918,1674230512295,female,"virus, long vignette",English,,5c7705950d75f00015f5fe10,63cabaec9298ac1afa489c57,63c152ade792e678e79b099e,,,,3,4078,reliability
4880,41,,Higher degree,70623,1674230582918,1674230512295,female,"virus, long vignette",English,,5c7705950d75f00015f5fe10,63cabaec9298ac1afa489c57,63c152ade792e678e79b099e,,,,neither,2086,affiliation
4902,38,,Graduated High-school,72508,1674230707669,1674230635161,male,"virus, long vignette",English,,5c416ce07f81e900012b552c,63cabb664e6389de3535b329,63c152ade792e678e79b099e,,,,Increase police force in areas where crimes seem to be committed the most.,45561,solution
4902,38,,Graduated High-school,72508,1674230707669,1674230635161,male,"virus, long vignette",English,,5c416ce07f81e900012b552c,63cabb664e6389de3535b329,63c152ade792e678e79b099e,,,,7,4844,reliability
4902,38,,Graduated High-school,72508,1674230707669,1674230635161,male,"virus, long vignette",English,,5c416ce07f81e900012b552c,63cabb664e6389de3535b329,63c152ade792e678e79b099e,,,,neither,2820,affiliation
4903,31,,Graduated College,69156,1674230718769,1674230649613,male,"virus, short vignette",English,,5de9592f8d43d908baa05cc2,63cabb74dfcdd8646ce91c98,63c152ade792e678e79b099e,,,,Increase Policing and make sure criminals are punished and not just released right away,38339,solution
4903,31,,Graduated College,69156,1674230718769,1674230649613,male,"virus, short vignette",English,,5de9592f8d43d908baa05cc2,63cabb74dfcdd8646ce91c98,63c152ade792e678e79b099e,,,,6,4100,reliability
4903,31,,Graduated College,69156,1674230718769,1674230649613,male,"virus, short vignette",English,,5de9592f8d43d908baa05cc2,63cabb74dfcdd8646ce91c98,63c152ade792e678e79b099e,,,,neither,3658,affiliation
4884,37,None,Higher degree,54716,1674230608227,1674230553511,female,"beast, short vignette",English,,5bb6e39827fb5000013c8fe9,63cabb14af8088d3ee3fd1cd,63c152ade792e678e79b099e,,,,It needs to look at the social and economic issues that are spurring the crime rise and address those. ,29121,solution
4884,37,None,Higher degree,54716,1674230608227,1674230553511,female,"beast, short vignette",English,,5bb6e39827fb5000013c8fe9,63cabb14af8088d3ee3fd1cd,63c152ade792e678e79b099e,,,,7,5337,reliability
4884,37,None,Higher degree,54716,1674230608227,1674230553511,female,"beast, short vignette",English,,5bb6e39827fb5000013c8fe9,63cabb14af8088d3ee3fd1cd,63c152ade792e678e79b099e,,,,Democrat,1365,affiliation
4893,34,,Higher degree,116445,1674230670804,1674230554359,male,"beast, short vignette",English,,5ee5a7a87e2f6d2e11a172b4,63cabb13dfcdd8646ce91c8b,63c152ade792e678e79b099e,,,,The city needs to devote more resources to the police.,72591,solution
4893,34,,Higher degree,116445,1674230670804,1674230554359,male,"beast, short vignette",English,,5ee5a7a87e2f6d2e11a172b4,63cabb13dfcdd8646ce91c8b,63c152ade792e678e79b099e,,,,4,2855,reliability
4893,34,,Higher degree,116445,1674230670804,1674230554359,male,"beast, short vignette",English,,5ee5a7a87e2f6d2e11a172b4,63cabb13dfcdd8646ce91c8b,63c152ade792e678e79b099e,,,,neither,1694,affiliation
4907,45,,Graduated College,75553,1674230745768,1674230670215,male,"virus, short vignette",English,,6323f6da8ff5d9cd85b0ffc7,63cabb887e83b9d3ae25afb9,63c152ade792e678e79b099e,,,,Invest in more security devices such as cameras and mobile recording towers.,52008,solution
4907,45,,Graduated College,75553,1674230745768,1674230670215,male,"virus, short vignette",English,,6323f6da8ff5d9cd85b0ffc7,63cabb887e83b9d3ae25afb9,63c152ade792e678e79b099e,,,,6,4570,reliability
4907,45,,Graduated College,75553,1674230745768,1674230670215,male,"virus, short vignette",English,,6323f6da8ff5d9cd85b0ffc7,63cabb887e83b9d3ae25afb9,63c152ade792e678e79b099e,,,,Democrat,3136,affiliation
4908,23,,Higher degree,39726,1674230748826,1674230709100,male,"beast, short vignette",English,,5befb38bf4d94900011c6085,63cabbab880c4b7827defb04,63c152ade792e678e79b099e,,,,Increase police presence,18767,solution
4908,23,,Higher degree,39726,1674230748826,1674230709100,male,"beast, short vignette",English,,5befb38bf4d94900011c6085,63cabbab880c4b7827defb04,63c152ade792e678e79b099e,,,,7,3565,reliability
4908,23,,Higher degree,39726,1674230748826,1674230709100,male,"beast, short vignette",English,,5befb38bf4d94900011c6085,63cabbab880c4b7827defb04,63c152ade792e678e79b099e,,,,Democrat,3426,affiliation
4882,21,,Graduated College,38496,1674230602003,1674230563507,female,"virus, short vignette",english,,612993e12ec11a07dc1c38c4,63cabb1cbfb92c2a9adc1864,63c152ade792e678e79b099e,,,,more police,18881,solution
4882,21,,Graduated College,38496,1674230602003,1674230563507,female,"virus, short vignette",english,,612993e12ec11a07dc1c38c4,63cabb1cbfb92c2a9adc1864,63c152ade792e678e79b099e,,,,6,3871,reliability
4882,21,,Graduated College,38496,1674230602003,1674230563507,female,"virus, short vignette",english,,612993e12ec11a07dc1c38c4,63cabb1cbfb92c2a9adc1864,63c152ade792e678e79b099e,,,,Democrat,2467,affiliation
4886,52,,Graduated College,63109,1674230612935,1674230549826,female,"virus, long vignette",English,,626c97fd7c909c3ae9d5a5b2,63cabb11f7e5c566675c5e01,63c152ade792e678e79b099e,,,,Make a curfew for residents. ,31363,solution
4886,52,,Graduated College,63109,1674230612935,1674230549826,female,"virus, long vignette",English,,626c97fd7c909c3ae9d5a5b2,63cabb11f7e5c566675c5e01,63c152ade792e678e79b099e,,,,6,2886,reliability
4886,52,,Graduated College,63109,1674230612935,1674230549826,female,"virus, long vignette",English,,626c97fd7c909c3ae9d5a5b2,63cabb11f7e5c566675c5e01,63c152ade792e678e79b099e,,,,Democrat,1782,affiliation
4894,42,,Graduated College,117261,1674230674522,1674230557261,female,"beast, long vignette",English,,5c364a99db7cf600012068a2,63cabb19da526c43473b948d,63c152ade792e678e79b099e,,,,"Yes, Addison needs to invest in its people. The root of most crime is lack of means to buy necessary items. Invest in social programs to make life easier on the residents so they don't resort to criminal activity.",86209,solution
4894,42,,Graduated College,117261,1674230674522,1674230557261,female,"beast, long vignette",English,,5c364a99db7cf600012068a2,63cabb19da526c43473b948d,63c152ade792e678e79b099e,,,,5,7443,reliability
4894,42,,Graduated College,117261,1674230674522,1674230557261,female,"beast, long vignette",English,,5c364a99db7cf600012068a2,63cabb19da526c43473b948d,63c152ade792e678e79b099e,,,,Democrat,1466,affiliation
4901,71,,Graduated High-school,149240,1674230707934,1674230558694,female,"beast, short vignette",English,,5beb715394bff800011db85c,63cabb11893c829ed672f800,63c152ade792e678e79b099e,,,,"There should be an oversight committee to evaluate increasing the size of the police force, also hold a town hall to educate residents on how to eliminate their vulnerability to crime.   Education seminars for educating youth and giving them chances to improve their lives rather than relying on crime should be implemented.",100026,solution
4901,71,,Graduated High-school,149240,1674230707934,1674230558694,female,"beast, short vignette",English,,5beb715394bff800011db85c,63cabb11893c829ed672f800,63c152ade792e678e79b099e,,,,6,5740,reliability
4901,71,,Graduated High-school,149240,1674230707934,1674230558694,female,"beast, short vignette",English,,5beb715394bff800011db85c,63cabb11893c829ed672f800,63c152ade792e678e79b099e,,,,neither,3315,affiliation
4883,26,,Graduated High-school,60360,1674230603680,1674230543320,female,"beast, long vignette",English,,5c193ae6341a240001f80503,63cabb0c3fb59b3f533c101a,63c152ade792e678e79b099e,,,,Addison needs stricter law enforcement and perhaps a neighborhood patrol program. The community needs to be engaged in making it a safer place as well.,39678,solution
4883,26,,Graduated High-school,60360,1674230603680,1674230543320,female,"beast, long vignette",English,,5c193ae6341a240001f80503,63cabb0c3fb59b3f533c101a,63c152ade792e678e79b099e,,,,4,3282,reliability
4883,26,,Graduated High-school,60360,1674230603680,1674230543320,female,"beast, long vignette",English,,5c193ae6341a240001f80503,63cabb0c3fb59b3f533c101a,63c152ade792e678e79b099e,,,,neither,2428,affiliation
4892,30,,Graduated High-school,70551,1674230660415,1674230589864,female,"beast, short vignette",,,63bce1f5fd754309a47160d8,63cabb39193daf84668293d9,63c152ade792e678e79b099e,,,,"Investigate what is causing the crimes, the kind of crimes being committed, and provide services to mitigate that. Most problems can be solved by education, compassion, and de-escalation. ",47739,solution
4892,30,,Graduated High-school,70551,1674230660415,1674230589864,female,"beast, short vignette",,,63bce1f5fd754309a47160d8,63cabb39193daf84668293d9,63c152ade792e678e79b099e,,,,7,3535,reliability
4892,30,,Graduated High-school,70551,1674230660415,1674230589864,female,"beast, short vignette",,,63bce1f5fd754309a47160d8,63cabb39193daf84668293d9,63c152ade792e678e79b099e,,,,Democrat,2180,affiliation
4919,21,,Graduated High-school,114886,1674230811019,1674230696133,female,"beast, long vignette",english,,5e4b4a44680f760668b9196d,63cabb9dbf25a53beefeee76,63c152ade792e678e79b099e,,,,"create more community programs to support youth, young adults, and vulnerable members of their community.  improve education, welfare programs ",93211,solution
4919,21,,Graduated High-school,114886,1674230811019,1674230696133,female,"beast, long vignette",english,,5e4b4a44680f760668b9196d,63cabb9dbf25a53beefeee76,63c152ade792e678e79b099e,,,,7,3113,reliability
4919,21,,Graduated High-school,114886,1674230811019,1674230696133,female,"beast, long vignette",english,,5e4b4a44680f760668b9196d,63cabb9dbf25a53beefeee76,63c152ade792e678e79b099e,,,,neither,1940,affiliation
4920,35,,Higher degree,137822,1674230825605,1674230687783,female,"beast, short vignette",English,,5d2fb8f7034d7d000164bd18,63cabb9a7dfd53dc51c738ce,63c152ade792e678e79b099e,,,,"In order to reduce crime, Addison needs to help ex-offenders find secure living-wage employment.",93730,solution
4920,35,,Higher degree,137822,1674230825605,1674230687783,female,"beast, short vignette",English,,5d2fb8f7034d7d000164bd18,63cabb9a7dfd53dc51c738ce,63c152ade792e678e79b099e,,,,4,3629,reliability
4920,35,,Higher degree,137822,1674230825605,1674230687783,female,"beast, short vignette",English,,5d2fb8f7034d7d000164bd18,63cabb9a7dfd53dc51c738ce,63c152ade792e678e79b099e,,,,Democrat,1260,affiliation
4889,26,,Graduated College,90643,1674230652788,1674230562145,female,"virus, long vignette",English,,561df8af3d7fe8000a0f6347,63cabb1d5c086180cf761f7c,63c152ade792e678e79b099e,,,,Better funding for programs to help poor people could help reduce crime in the city.,63888,solution
4889,26,,Graduated College,90643,1674230652788,1674230562145,female,"virus, long vignette",English,,561df8af3d7fe8000a0f6347,63cabb1d5c086180cf761f7c,63c152ade792e678e79b099e,,,,5,4172,reliability
4889,26,,Graduated College,90643,1674230652788,1674230562145,female,"virus, long vignette",English,,561df8af3d7fe8000a0f6347,63cabb1d5c086180cf761f7c,63c152ade792e678e79b099e,,,,neither,4673,affiliation
4890,23,,Higher degree,90399,1674230658115,1674230567716,female,"beast, long vignette",English,,6124111e24c3b19872a55318,63cabb211fe3238ecde91c89,63c152ade792e678e79b099e,,,,"Addison needs to invest in more public services that can reduce crime, such as mental health services, food assistance services, housing, etc.",61519,solution
4890,23,,Higher degree,90399,1674230658115,1674230567716,female,"beast, long vignette",English,,6124111e24c3b19872a55318,63cabb211fe3238ecde91c89,63c152ade792e678e79b099e,,,,4,3162,reliability
4890,23,,Higher degree,90399,1674230658115,1674230567716,female,"beast, long vignette",English,,6124111e24c3b19872a55318,63cabb211fe3238ecde91c89,63c152ade792e678e79b099e,,,,Democrat,1751,affiliation
4898,26,,Higher degree,111585,1674230692976,1674230581391,female,"virus, short vignette",English,,61146b55c0d8a78134afc566,63cabb23e5db82db6275ef93,63c152ade792e678e79b099e,,,,"Figure out the root cause of the crime. If it is rising poverty and inequality, Addison needs to invest more in the community. If it is community members committing the crime, Addison needs to focus on a restorative justice approach so that those members can actually be reintegrated into society.",82317,solution
4898,26,,Higher degree,111585,1674230692976,1674230581391,female,"virus, short vignette",English,,61146b55c0d8a78134afc566,63cabb23e5db82db6275ef93,63c152ade792e678e79b099e,,,,5,5297,reliability
4898,26,,Higher degree,111585,1674230692976,1674230581391,female,"virus, short vignette",English,,61146b55c0d8a78134afc566,63cabb23e5db82db6275ef93,63c152ade792e678e79b099e,,,,Democrat,1871,affiliation
